account_external_id,account_type,display_name,upload_external_id,metadata_title,metadata_genre,metadata_duration_seconds,metadata_bitrate,metadata_format,metadata_collaborators,metadata_album,metadata_year,content_ref,fingerprints_audio_hash,fingerprints_perceptual_hash,device_context_device_hash,device_context_ip,device_context_user_agent,expected_category,profile_type
acct_03b008bcd91f46e6b970fec0992dbaab,Basic,User_51167,upl_30b0c6c30dd149a89d39dc0f35e64211,Loop 968,Pop,75,64,mp3,Various,,2023,97bd9a28-4064-406e-bda7-99056874647d,b9bd2793cf924c3f7c5e54cc845f9517b79051cd,9d2f66357513db83,dev-0a1a80bef08a,103.21.58.116,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,fraud,bot_farm
acct_af9200fb7f6447ba9682798ef1de876c,Basic,Rebecca Henderson,upl_0d8ee38b67a64287b647c781cffacca1,His other,Hip-Hop,250,256,aac,,Management Collection,2002,c12d9835-49be-4e8f-937b-a9a6012f8dea,2cde3a3772f9c364c8bc8886fccf4fa67905446c,e84bb5732afc531a,dev-cc4d8f1a02e04c49,208.94.13.114,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,legit,normal_user
acct_bd264961b9df45069aa64f9fdfe148e0,Premium,Ashley Dyer,upl_a39b3dafbdf842ad8c23bd1c26991bf0,Shoulder future feat. Christopher,Noise,201,128,flac,,,2011,e0316ed7-2bd0-4628-93e7-fec020d91e0c,0c645af9088e456bee26234d5528f99d3623a035,ee654cb2c49d32b6,dev-e75f80901f1d400a,197.13.181.219,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,legit,normal_user
acct_5a2eba193c894e41a6d2df28152aecde,Premium,Pamela Romero,upl_7b54711d6a1c409c92343a84c3d660ea,That fear,Noise,238,320,mp3,,Purpose EP,2002,ed8ebb73-7681-408e-8efe-81a6d0c0455c,1f39476e8f78278d92870c3aa516f531f62b5c20,e09cf5bd88f2edcb,dev-8efa9ce593754bde,205.57.3.203,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/115.0,legit,normal_user
acct_98d1a0a557ad4a6aa19b900f9deb65c1,Artist,Christopher Ashley,upl_8e9800301f3f46618d0e5e2752ffd417,Truth out major,Jazz,295,256,wav,,Brother EP,2009,cf67306e-2087-4b1a-a390-6926a9d3f5b6,8665a76cbd827147ac9ac22c635071902ec195b1,a4eb5e2cadc2c97b,dev-00c440d12dac4478,171.58.228.251,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,legit,indie_artist
acct_79bdac9d361b467b97b6bc22081581f2,Artist,David Bradley,upl_025383cff47c4f5f9c3d8167c872dc3d,Beat magazine,Ambient,193,256,mp3,,,2007,e8cfa9b2-9fb6-4c8d-9320-a2138a115e69,c50effcb0cf594b0d5d1a798503d0137cd78d82c,96488fb71e509d35,dev-dd0972b396b14c20,8.128.199.93,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,legit,normal_user
acct_54a5353cba1e4d3c80f45d7333a45a0b,Artist,Donnaarroyo,upl_561410f9888c4d03b74f839cc3302e73,Enter their,Classical,208,256,mp3,,,2011,f4d9e7ce-b7b5-448e-9226-af7b7f053477,4bf2f6f0ba288d689264539445e5383f8fd4646b,46132b7c1580197a,dev-fe6f974ea2dd486f,174.205.250.139,curl/7.68.0,legit,normal_user
acct_3543f68e1a974faab43f5fe5598723dc,Artist,Studio670,upl_ab95b44f72ab493b983f18bff9fcd24a,Loop 621,Pop,90,64,mp3,Various,Singles,2024,115fa10e-5062-438f-8fa8-9901399c2ba9,f6d89cd7ec3789e2b0875e695bde71d62dcc7d59,707007a7eb8ba74a,dev-c491bf22db5c4c1e,45.77.12.109,Spotify/8.7.0 (Linux; Android 11),fraud,bot_farm
acct_fb6ddd911efa413e91878591540b2ed0,Artist,Joseph Martinez,upl_0397c6a04e7a4b5ebdfd61b29d346eb3,Ask again,Rock,225,320,wav,Leah Smith,,2003,8c9a920a-3b00-4f3f-948e-ab264029d03e,aae52a384bf50b506885929611f4f654aeed31b7,dc85c6d7345cdbbd,dev-08f0740d6cf14cbf,200.234.111.183,python-requests/2.28.1,legit,normal_user
acct_2ba0fc6c93ef408c8a80707813889996,Premium,Andre Rivera,upl_748638fb32d848f9ae6af6fd0425d987,Draw protect Democrat,Hip-Hop,185,192,mp3,,,2012,6c1b5a31-c0a9-4fa0-a53a-dd23be2bee81,e1f2d746a4f1027d7b896874c2ef87161d3eef48,c551e3cc74d60131,dev-f1ee00f0a426416c,62.64.61.254,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,legit,normal_user
acct_b9d419a79e5b46c58dc49bd8cae5402a,Artist,John Russell,upl_f548192dddd045038e3aa00cb95d5a50,Best issue,Ambient,195,256,ogg,,,2003,50b05f5f-e30c-4dfd-b8ca-aad0683c8d89,1a554cbdc891188bc1deb7f97f5b6fff6b879e68,6af002e808395a55,dev-f785e8a518ac4768,131.119.138.105,python-requests/2.28.1,legit,normal_user
acct_45b19c0a869a4720a7032e248d9da2c3,Artist,Brownjessica,upl_2f8185cbf0aa48bab17e66b1ed2aed9a,Eat couple,Electronic,190,128,aac,Javier Ramirez;Thomas Ramos,Training LP,2024,a64308f0-6df4-434d-bb78-2a4151e485d7,d1bddb63f234974cdb4f2f6778054cb9b9b2df2b,828a9ef8c42f16cd,dev-8fc4f34917b2478f,208.120.229.117,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,legit,normal_user
acct_086088a660ea458295b2ae6d499b02a0,Artist,Housemelinda,upl_a8ef6f77c9de49f095d2f1b19210676b,Image loss,Ambient,243,320,wav,Stephanie Martin;James House,,2014,987c3cd4-4f2b-4eb5-b289-9d126149fdea,89483f1faaa6b12dbb9a58da2ec00cc3678f24b9,e9331592dd1ada04,dev-8f86e823968c4f0a,159.37.159.222,curl/7.68.0,legit,normal_user
acct_67e67500480d4bb3814a7bd4eb21cbf0,Artist,Edward Novak,upl_a4ab24329c56493197b42a02d7d1562b,Save article finish anyone,Pop,200,320,flac,,Me Collection,2016,14911c31-02a9-4aa1-b20d-d2f00e4470ca,e537f4fbbd431bd09c7b93df37df183f8c480b00,0ea868925f9c1b89,dev-25492cfd47ea4664,196.161.54.11,Spotify/8.7.0 (Linux; Android 11),legit,normal_user
acct_44c8c7eecb37463db25dce1b4e3c6582,Artist,Jordan York,upl_8e71bdc549b1414cb9ce668f155af511,Organization push,Ambient,276,128,wav,,,2013,e275d1a6-b938-4c1b-a9c5-c03e40c06275,95dcf8b96923737ae541c956ad5b72d50f8abf01,14b6dbf4724ce18e,dev-3e0df8e506b9421b,115.240.127.129,Spotify/8.7.0 (Linux; Android 11),legit,normal_user
acct_5a59a6eff17444b0b471dc2fd6952bdc,Basic,Amanda Miller,upl_908848d59e37408b95fcd165aca3a94b,North first end prove,Electronic,193,320,aac,,Former EP,2006,2f24a274-aa71-46c0-b3a2-8b0abbc80cf7,28c27704202136c208335b7f505c07b6902b6bcc,b07a57e0b13832f2,dev-9b8ec9a88d0141c2,106.24.19.210,curl/7.68.0,legit,indie_artist
acct_b466c337e83e492e8269a5e9d603e3be,Artist,Stephen10,upl_8579c21a521641f1b92b321e49371243,Perform none beyond feat. Katie,Jazz,188,256,wav,,Happy EP,2003,22641b30-7d54-4b5d-a77f-9a158a98c95e,fdcda36e3f7f6d72f439efdc83649ffe03500a87,8b2fd59117761262,dev-421196f03c484139,27.211.42.122,Spotify/8.7.0 (Linux; Android 11),legit,label_artist
acct_413f7c08c25b4875b0f2b09cfd988b5e,Artist,Jeffrey Daniels,upl_1c12082ed8a843c6a8bd17153cfb8d61,Particularly would,Hip-Hop,249,128,mp3,Aimee Montoya;Matthew Mcmillan;Brian Rodriguez,On Collection,2001,e22c6e17-a145-41de-a140-8726c1201698,bca60a9e903d6e5772e367efed4c34e04d7155da,8babcf3d532a46aa,dev-05e3bd797e6c4840,107.94.189.50,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,legit,normal_user
acct_cd9c875a2d984a22ba950e0b6f992fd4,Basic,James48,upl_e3a99004ac9e424d9a5a58ddf5ac95a3,Economy traditional anything,Pop,280,256,wav,,,2013,0bf8621e-0f0f-4a04-b162-c8fcfbb62d25,e941c0b5ee56d150f5695c8017d28d44ad8d5cac,d75e799450c0d4f5,dev-afd00fd6a02c4760,216.218.144.126,curl/7.68.0,legit,normal_user
acct_2809b5731245467280b4b833d9b88714,Artist,Gavin Anderson,upl_31c8895bad6c4e18a4094c26ac50d090,Claim kind,Rock,249,192,wav,,,2001,05fefd8c-181f-4348-bdc1-b44794bb5a9d,295a8d7cbbb60a217b612bbcd9d2e87c6285a6d0,4735d51dd8f54844,dev-968fd342a7a6416c,208.79.54.212,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,legit,indie_artist
acct_4e25d67f0cc14a5a9d2cf3b86187eec3,Artist,Tony Vazquez,upl_8dd700821215469f95c59035f0258447,Nation strong,Pop,263,320,mp3,,,2008,cebc43ad-f6f1-4d2f-b7c9-edf8f135db7a,80650f5af7951fb00c908710acbe2f888d7b5e93,f05c4a11d3464074,dev-a13201ece5d24a07,207.112.52.4,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/115.0,legit,indie_artist
acct_9682309407a04411b05a440d70e0890d,Artist,Bobbydiaz,upl_9080a7ac4fe6445db9fbf486529afc8f,Way,Rock,196,256,wav,,Help EP,2013,6268a0ba-51b2-4d44-adea-dec028064230,783a95c5a885c46ee5b6be30cdf578f55126f981,0bc44eee3d3a52e9,dev-a1232551110b4a25,38.148.43.176,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,legit,indie_artist
acct_87ad5e39808a4f0fabe638a80af00114,Artist,Justin Baxter,upl_8947357b94f6472bb31dc3bda7ff541b,See understand door class feat. Cassandra,Noise,232,192,flac,Tim Patton;Michael Moss,Energy Collection,2009,ca943206-f2fb-4514-a308-a0a01969f23e,4d8ac3f1ad30d0626f90552ccfcfd3628fd20bc2,4afdd53fc92023ef,dev-6790c7d672ae4cc1,134.235.9.233,curl/7.68.0,legit,normal_user
acct_a19324dbd1484e7c94911fc9518ef593,Premium,Ebrennan,upl_635f1155e9df4dc681e6cd831ec124b7,Current truth,Ambient,275,320,ogg,,Hard Collection,2011,8db7f558-c8d0-4bb8-bb74-e2c60778f8f8,b76a221e5b964506756c19a8c05b7428901158af,cc10ca230b7aae30,dev-0b29e07255104698,163.164.59.43,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/115.0,legit,indie_artist
acct_29e3c0f405184a7397d7d5fd75c48c32,Premium,Andrewlee,upl_f2797dca6e364cc5b54a6e9cf3a22ae8,Everything attorney significant,Electronic,244,256,mp3,,Have Collection,2007,d155d88e-5ab6-48c6-8d32-43f26f10227b,8707c519fb22808f1323b4f1c2e257a68980c16e,16113c1d29a329de,dev-785867d108aa4b79,206.166.49.230,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,legit,indie_artist
acct_33e0349778c14236bb0839a5400fab3e,Artist,Ashley Waller,upl_013101a9ddfb47d883028d8ebebac85d,Oil worker,Rock,256,256,mp3,Kyle Reed;Jessica Joyce,Business Collection,2024,566acb72-7fb7-443e-a496-56ce73399b44,1e35689f4a0387e26ece21a0941a9cff7caaf7df,720e13ee842d520e,dev-19a42df0abb34f92,170.194.164.2,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/115.0,legit,indie_artist
acct_c5adf182158c40e19748b55068222e3e,Premium,Michael Smith,upl_1cb0e4ca54fc4009a0c5c15da3b3204d,Rather vote say,Jazz,300,320,aac,Jeffrey Rush;Lisa Alvarado;Steven Hunter,Reflect EP,2015,a8f016bd-d8f4-4d46-9c97-288b4e5c5fe7,1f557c4c551a25c83ef108989c110a9bb0616fdd,be7ee0f23466cab2,dev-210f43998d4c4693,146.236.3.200,Spotify/8.7.0 (Linux; Android 11),legit,normal_user
acct_3764cccf741f43cdaa7fef823b646b76,Premium,Cheryl Ortega,upl_77047b8fdf614e9e991de924c841f897,Quality total past,Electronic,237,256,flac,,,2013,8cc1be51-629f-41ef-b747-53e3238d842c,5158141552c265444086cfa52170d6790a96e385,6716a585267e32c5,dev-c38d3786df324e17,128.6.166.162,curl/7.68.0,legit,normal_user
acct_43221a65deb74346a5de41260ea7872e,Basic,Mitchell-Jordan Records,upl_678cdec1fe2a4d2084954e3ab422a5ac,Track 599 (Remix),Ambient,69,96,mp3,,Singles,2025,1db0b6f9-1532-4cb4-a487-41d4dcd353c5,01a399a933cb41117832d7d1708d2c885ea512cd,b415614c5f03339d,dev-3779a494f003,185.62.12.37,Bot/1.0,fraud,bot_farm
acct_0512f272e2ad414ea81fb6da6fffa1c8,Premium,Mary Marshall,upl_aa6957112c6b40849e5c73d0f2863184,Put memory soldier,Electronic,232,192,mp3,,,2018,e379d0fb-cb88-407a-8702-a86cc35d78d0,e432a22c7fe5037af18674d712d8a210bac98c7b,d42795dabb01d1ba,dev-aca30308e69b4468,210.182.165.33,Spotify/8.7.0 (Linux; Android 11),legit,normal_user
acct_0c3e1cd541cd48ac892aa020fa626c57,Basic,Artist8021,upl_0616c6456f5b407998bd2f2672e9cb4c,Loop 985,Noise,40,96,ogg,,,2024,8926f357-04e0-48b5-81e5-f8a33f28ed3a,2a01085cb1943aaa4c7da3ebd5f2560456726610,0ef8ec128f6bd4d1,dev-fb5e04ee6ce6,143.8.22.75,python-requests/2.28.1,fraud,bot_farm
acct_6aa8a40761524014b85a2fa829ac887f,Basic,Courtney Gonzalez,upl_2368363bc1fd4f5e8767ff79f6efd211,Any,Noise,269,128,aac,,,2017,d57e13b5-d660-49e1-8c31-d287f619ffd9,c09e82bfdfeb8cd914fd1eb60f5ba08644d92c26,b8586c38c23576ed,dev-bd2af2cc42f3410b,8.74.147.123,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,legit,indie_artist
acct_1c81418cff974a1cba1e87534881daa8,Basic,Stephen Johnston,upl_171f0568097740a882e9d2fd9df4849c,Manager during prevent,Pop,260,256,aac,,Accept LP,2002,40dc0b4a-a4c0-4c15-bd5c-3fada01efa24,bd13e56f5fbd51b074d75eb635cf317285cb52e5,d9d23f751c77575d,dev-5f7ea5f014104ede,23.0.191.32,python-requests/2.28.1,legit,normal_user
acct_def9ff6e1ca149738251d11d6975c086,Basic,Artist3167,upl_fa8e881893094423a94fc1f5c974a0df,New Release,Pop,20,64,mp3,,,2023,1c55bb59-1e77-4288-9e50-f41c4482674f,5ad91b7f98aa8f232cfd2435c592a18acb895cf3,c3a6b50d9ee86cee,dev-fbc06e8c39f3,215.249.110.168,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,fraud,bot_farm
acct_5501a980e7b64f6f80890148c07c7d41,Artist,Barbara Anderson,upl_ffd225742aab40db8af2a2e4f9bbfbc0,Property write other,Rock,193,256,mp3,,,2002,e1416535-bf97-482c-800e-80e3128eecdd,a89caf4ddd41708f2aa8a1fbf5d394da3b8a8d30,0d2d00a9c89401e7,dev-0a5c50a5ce40444d,189.167.220.59,Spotify/8.7.0 (Linux; Android 11),legit,normal_user
acct_1dc318b3a24b4e449f7f2b5ccbb29c15,Basic,Vmerritt,upl_7144a363e7a04be1aa3ec996321d8fe7,Late seem style,Pop,212,256,flac,,Factor Collection,2025,57af04b9-1eb3-4d17-818c-b50fe3ccef98,617d0826074844dabdfdb7f90ce8407f951e8f53,ca232d5642a5833e,dev-eb7eef2c44534269,215.167.230.243,Spotify/8.7.0 (Linux; Android 11),legit,normal_user
acct_76ef7014d2c94495a870032a1764f291,Basic,Studio894,upl_f331a57785324d22ae0a66f700af1358,Loop 709 feat. AI,Electronic,48,64,ogg,Various,,2024,50d752b5-f746-43b6-90f3-ecc78f295527,52fe5412e93019a50d88cbdeafd4c23e99a9c490,fad4138367dde0cc,dev-fbdd9340496a,185.62.12.105,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/115.0,fraud,bot_farm
acct_df0a1fd3becc4a2abc298aec103b7aa1,Basic,Studio241,upl_1b628a5889454687829f19f0b59e4cf8,Track 743,Pop,55,64,ogg,,,2024,a523c896-b91d-49c9-9c5c-42663e3d49a5,80180f404f7dbd066ef1d9485a02f6c31fdb498d,d9093a4880d98830,dev-3e6d842ed7bc,185.62.12.70,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/115.0,fraud,bot_farm
acct_f4ea4583967c4875a3c93948ce4a5e17,Premium,Angela Hernandez,upl_1ae07e581ebb413ba0cc8c6f5d9cea3f,Really relationship ask,Ambient,197,256,wav,,,2014,643ef7e0-196d-4504-ba44-6780355feeeb,976ec251c59e99b003fc553178b631c1064325bd,2f4e81356a1f9194,dev-808b495ba5c5437e,157.209.180.46,Spotify/8.7.0 (Linux; Android 11),legit,indie_artist
acct_3a3c3d4d3f8b4505944f1a589508c2f8,Basic,Artist6549,upl_09aa81e88d464056b15777edf0354dc2,Sample 5491,Noise,66,96,ogg,Various,Singles,2024,48aea2ba-ad4c-42ce-b241-4126d38a8cff,992fa83d85f007e29b99d43ed8e1f371ec232673,2cba71356bd4b782,dev-2c7b1e8bba0347fd,185.62.12.39,Spotify/8.7.0 (Linux; Android 11),fraud,bot_farm
acct_1211ceb2252f4fdaa3a5012554a1183f,Artist,Randy Shah,upl_e1530ebf3868463c8fe9b0282b42acbc,Tough feat. Laura,Classical,281,128,mp3,,Yes EP,2007,050dd46b-05a8-4b79-a752-3f6f9999ede0,048aa7a77761601a53c01cf896f20b44ba21e112,a68f05f486225523,dev-7901805e8bda422d,152.245.138.142,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,legit,indie_artist
acct_d121c95c35e0456999d93a6dc8156ca0,Premium,Tiffany Barnes,upl_1fc8e2b1d38144738d8f0a40eeb66b89,Son today major,Ambient,265,192,ogg,John Price,Relate Collection,2015,5e5fc630-6ea4-4aa4-9e8d-fa0504202512,8c3b47e6389e0730843b8cf56b5c4dd2110afda9,20839b5a53c54010,dev-8cc3b03b3c71453f,194.169.1.124,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,legit,label_artist
acct_32f808f487d6485a8e9896be8d041f56,Basic,Calhoun-Hooper Records,upl_6f33379e86994005a63ccc13474beb32,Loop 771,Ambient,76,96,aac,,,2024,dac6199d-47ba-4fc5-baff-da4d76677124,ec052de7c9cbf4f5e62e27646f5c7e4740d30584,eeffaa5891c58021,dev-65a0aa9cf17e,185.62.12.13,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,fraud,bot_farm
acct_2a804ebb4a52433d902b164608137398,Artist,Studio854,upl_cfaa22facef049a58e47908fb2ad208e,Sample 6509,Electronic,44,96,mp3,,,2023,f7bf5891-2607-4f28-bfbf-abaac3082672,f51f7c4fc65ddb07be213299fdb19435fde47a88,38d2e1d595f21957,dev-f10c868a7a9d,185.62.12.158,python-requests/2.28.1,fraud,bot_farm
acct_8c8db642890d480bbe6a2a827ecc6b50,Premium,Marvin Taylor,upl_a6c7efaac4e2424d9abc0b3257da329d,Consider employee force,Pop,190,128,ogg,,,2021,2de652b9-a04e-4888-967f-3d254d6a23e4,e641b4f4ac7efaa2c35696e1e4ea1c69d86edaae,65312fa4ed027c91,dev-f646c748ca924b45,152.67.154.153,python-requests/2.28.1,legit,indie_artist
acct_68542b0e71474f99ba612d1e47466380,Artist,Trevor Fisher,upl_6dcafa32bb78457d8c3ad0369cdf1657,Like see,Rock,269,192,flac,,Area LP,2013,026ae2de-869c-4ae4-9409-0457200498d3,aa034627caba888b85dbaee461ea95059d2168cd,055e561a9d9003d9,dev-c3323bda9373415d,132.100.62.78,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/115.0,legit,indie_artist
acct_baa1c22a9dfc4b048a2a77247b63b78e,Premium,Marissa Webster,upl_1403e40b321a4e98903c26be958028e3,Current after,Ambient,251,320,wav,,,2008,81e79a1f-1f30-40ab-b2b5-c0a20019b9a8,08ee0bbaa82708eaae54fe1ea0c07147e464eadb,1fcd50c82fbf9978,dev-be8b8060a939470c,94.78.211.12,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/115.0,legit,normal_user
acct_40396d3754374712beed9169eadac3fc,Artist,Elliottjeffery,upl_400e0b4e42ee46b29cc7e0f114ac60c8,Short cold,Pop,227,192,mp3,Nicole Wilson,,2000,033cc4e0-406c-4d45-b6e7-dfdb90a8ecf1,0566e21396719584e68b359b2358cfbf66482638,d28893ca2a4fd481,dev-c303ca9e6afb4c07,12.221.98.224,python-requests/2.28.1,legit,normal_user
acct_ba6f5866f28343639fec98f9aedf8bcd,Premium,Tanya Johnston,upl_4e50fe0d2e74415698fd2f18fa145639,However resource away feat. Lori,Noise,230,256,wav,,,2020,d852d4f9-c0e4-4c7d-aecd-1cde63104c46,3744edb7761fb34583410904faf45db2429acbde,99fa83d651eba5e2,dev-09be4c6440814a38,161.239.215.110,curl/7.68.0,legit,normal_user
acct_dfb122bfc8e04274b25dec88d3bd0420,Premium,Reedross,upl_1eb2412b185b4e4da902bfec577e3dd1,Attention positive actually,Electronic,267,320,aac,,Kitchen EP,2020,ddcfa228-1383-44d1-b4c2-ba12b9e3f433,090a4e9997a5404a310e00972499221cc031ad3a,27e9d189513ccdec,dev-7d891913eac946bf,151.46.22.187,python-requests/2.28.1,legit,normal_user
acct_7ece1ac10b624436b7a87efdf1a6e9f7,Premium,Sandra Zimmerman,upl_aaf6504e67644449961ac12f90199199,Computer miss practice,Rock,230,320,ogg,Tamara Hampton;Roger Vargas;David Michael,,2019,ada69483-290b-4028-bf2d-ddb3b1167571,853922c427b5403aaa3492d09daf2837da0368ab,3873cf832badd8e1,dev-02ae6bb441a2446c,170.249.183.86,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,legit,normal_user
