account_external_id,account_type,display_name,upload_external_id,metadata_title,metadata_genre,metadata_duration_seconds,metadata_bitrate,metadata_format,metadata_collaborators,metadata_album,metadata_year,content_ref,fingerprints_audio_hash,fingerprints_perceptual_hash,device_context_device_hash,device_context_ip,device_context_user_agent,expected_category,profile_type
d74e7cbf-2a7e-499b-8f5d-da576aaaa2a9,Individual,Kenneth Pope,b7b7ae37-5b4b-4d22-94d0-a2f17aa43faa,Range as building,Jazz,262,320,mp3,,To,2024,s3://bucket/8d50b3e7-627b-471c-ab74-239d2dcca6d2,9245af64-66bc-4897-b43b-880f42304e4f,f5c92757-1b92-4972-a4fc-2674d1f6490e,5a778c64-6ce8-490e-bf9d-0aa93cc3b289,150.111.238.235,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/40.0.897.0 Safari/536.2",ALLOW,new_user
0d1b1052-9ea3-49ca-92a7-3d4635a6e721,Label_Aggregator,Thomas-Orr,2d73a940-3945-43d5-9ae4-578f4a5b9262,Synergistic content-based hierarchy,Lo-Fi,214,320,wav,,Compilation Vol 14,2024,s3://bucket/9544c39a-e52a-4ab8-9182-7cc1e296ef9c,4dcb38fc-66f6-4c81-b861-7157702463e4,f8f64dd7-0bba-4fde-bbd3-d5ca5ebd21dd,585504b9-6b2f-41fa-84ce-924c2b75b3a7,29.222.115.228,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",REJECT,identity_hopper
a5dfb0fb-9146-4d43-9e88-f5dcc0766b74,Band,Mr. William Lewis,53131681-5ac4-4c83-8a0f-f3e4f90ce2e7,Rate happen special,Rock,193,256,mp3,Tracy Foley,Participant,2023,s3://bucket/246f8bc2-c86a-41ee-9634-514405db0fdc,04ae4eb4-ca4f-4e11-9c10-b388a21a7f53,fc0c376b-d122-4ae7-a107-83681eac8b44,503f29c9-af46-40b2-8245-9a3ce06550ac,195.247.234.77,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/9170-08-20 14:12:35 Firefox/3.6.10,ALLOW,normal_user
6a20e645-49be-4b84-ab4a-93b4d835d34f,Label,Alexis Davis,5e8c415c-4089-42f8-a003-38f34b4b96d0,See agency,Indie,241,320,mp3,Richard Hall,Natural,2024,s3://bucket/de3e15e5-cb42-4e31-bfed-3ccbc432408d,cd8b40ce-f011-4317-ad73-5423e761e712,f1efb574-4224-4f13-9572-71cd44c493ba,eed63e5c-20a4-4c02-94d8-da504cc7c860,43.119.149.105,Opera/8.40.(X11; Linux i686; om-ET) Presto/2.9.164 Version/10.00,ALLOW,normal_user
b1ebf504-e9dd-45fb-a27b-7575cc548a39,Label_Aggregator,"Barry, Christensen and Curtis",7e56fa7a-97c0-4a7c-a038-d17cf528bc5d,Intuitive encompassing hierarchy,Lo-Fi,127,320,wav,,Compilation Vol 16,2024,s3://bucket/eeaf7342-3455-4b4d-b727-c9ff38a25a1d,181ac50b-8968-4396-8138-3ca8a2398829,58f78e6b-b04f-4afe-af61-093db4ae3d81,bf893f5e-875a-4deb-a0cc-86a9452035f2,155.15.198.69,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",REJECT,identity_hopper
d176a0d6-3003-4a54-bd63-cafb4d3e7f6b,Individual,User_48786,69abc06b-41b1-4705-b34c-de925f71112f,Track 49,Noise,35,128,mp3,,,2025,s3://bucket/bce27c0a-56a9-4870-a2b5-b84b626115f5,f3760877-1e3a-499b-bef0-b0e13c0c2833,8aebd1fd-8201-48ee-8712-75f180632edf,7d9bcd97-3df7-4f91-9bbd-e39f91bf56c3,192.168.1.84,Python-urllib/3.8,QUARANTINE,spam_creator
1d93d41b-5f20-4310-88cb-01ce8910ca14,Label_Aggregator,Smith LLC,50edf04e-12dd-4aee-ae72-e9c400384650,Organic responsive hierarchy,Lo-Fi,165,320,wav,,Compilation Vol 42,2024,s3://bucket/38528cce-a03e-4aa3-8a9d-38d3a2bf4550,e2ce7696-1a6b-4825-8b52-9cbd69706d1d,fcb70d14-8275-4dcf-b238-66b15b69546f,31323dad-618b-46c7-adfd-3cca023fd766,215.180.69.219,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",REJECT,identity_hopper
2fae855d-cad2-489c-bdff-7328e77416ba,Individual,Jessica Henderson,bc954f99-c5aa-405a-9720-f505069667c6,Born information look food,Jazz,269,320,mp3,Leslie Hernandez,Fish,2021,s3://bucket/e1a33302-fb38-4265-afb1-256632316cf2,e1beb47d-0fb3-40d0-8cd8-1f25ebea78e9,0b93cce9-65a3-47ae-baa0-a24a80503419,b72b4cae-58cc-42dd-890d-b6297b3d41d5,180.177.67.96,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_3 rv:6.0; pap-AN) AppleWebKit/534.19.5 (KHTML, like Gecko) Version/4.0 Safari/534.19.5",ALLOW,normal_user
41da84b3-1194-4140-aa21-b2fbaec5c542,Individual,Christopher Johnson,ce39cb71-207d-4367-be31-8f18a38f9e03,Go specific,Indie,228,320,mp3,Laura Lopez,Former,2022,s3://bucket/16a4f3c1-9fbe-44cf-bc27-37deaf24e6ec,493ce249-d15a-4098-bef8-d1075d0ed6a0,f4def05a-e622-41aa-ad23-d0ca4e36008a,a8528f0e-fd27-470c-b7dc-0f73d66ff698,198.253.243.248,Opera/9.66.(X11; Linux i686; ig-NG) Presto/2.9.178 Version/10.00,ALLOW,normal_user
51cdc884-2e5d-495d-bdbe-0df86de0a002,Label,James Weaver DDS,1d8fc02e-5689-409f-83b3-cbba950d839e,Only particular,Hip Hop,247,256,mp3,Mandy Kemp,Hear,2024,s3://bucket/7f1c4086-6711-4851-abfe-fa2565723b52,6f555af4-bb9d-4d73-92bd-3db24af21c19,eef9505b-389f-42a1-8ab0-b49ca8bf31f2,76d78153-cba2-4cf6-8faa-795b63bf1492,34.152.72.237,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5; rv:1.9.3.20) Gecko/9927-07-31 11:19:07 Firefox/3.6.4,ALLOW,normal_user
bc27fd98-40e9-49fd-a775-6a944ff2e289,Label,Michael Williams,dba0fc77-3a7d-45a2-a6c7-6ad73db8907f,Score,Jazz,288,320,mp3,Jason Sullivan,Six,2023,s3://bucket/6e33b084-8e4c-4bfc-894d-679ef55ec1eb,281e8804-4a5b-4348-a7d7-3f1802da675e,a7fc4442-d0dc-46cf-9414-33c5afe5ee42,9df548a9-ab37-4413-849f-3220ef59f3e1,35.252.205.145,Mozilla/5.0 (Android 10; Mobile; rv:15.0) Gecko/15.0 Firefox/15.0,ALLOW,normal_user
3617a062-95cb-40f3-b2cf-bedb7f9edb2f,Band,Ricardo Dawson,9241c0c6-141a-4aba-9bd7-4891a1a8b24e,Simple owner certainly data,Rock,248,256,mp3,,Small,2021,s3://bucket/4badf936-cb39-48cd-9ba1-999bdd828070,9d08428b-4a55-407c-bd20-1d1da4813c08,51f69e28-ed28-400e-8501-5dcfacbd89f5,9cf68a97-f12d-4bc0-91b7-3382f45ba307,58.41.129.14,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 11.0; Trident/4.0),ALLOW,normal_user
c8c5b4be-338c-4a28-b4f9-4809c919817b,Band,Christine Price,6934c4aa-19ce-4068-8b1e-b9c21ec26e70,Fact,Classical,206,320,mp3,,Group,2022,s3://bucket/78436973-b048-43b1-a08c-106796023c4c,878a6665-be50-42b0-adb6-7207927c96a6,c13bb030-ceb7-4d9b-855a-8d865c229e55,0970607f-c542-4b36-bfd2-4f33144a60e2,137.220.69.39,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; fur-IT) AppleWebKit/533.39.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6533.39.2",ALLOW,normal_user
c43eaeb8-48c6-4cf3-b99d-63fbbc7bdfd6,Band,Lindsey Ramos,b94fcd9c-845d-4c8f-998f-3cd01a5fd9be,Local red enough,Classical,184,256,mp3,,Hospital,2023,s3://bucket/fce95837-400f-4787-bab6-a0096df39e13,3325c863-f2ac-432f-80ef-28fe2ecad863,f6423553-f9d5-4251-8035-15f414932224,3875ebdd-e7ae-4e3b-80b8-4210a9775119,86.243.107.136,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/18.0.812.0 Safari/534.1",ALLOW,normal_user
4327ce81-a4c5-430a-ab68-699e960b453c,Individual,Jose Cooper,8e0a762f-c851-4445-aff8-8fd11c5dc839,Agree operation over officer,Indie,259,320,mp3,Michelle Cordova,Region,2024,s3://bucket/94ff3031-c4fd-4971-9daf-3fd3a7d13f45,6cc75cd8-575b-4d92-b1eb-be05199183b4,6c2d21a0-ec24-4941-906e-0d5c359391ed,ede3335c-787d-4133-ac85-55867675843f,179.228.174.74,Mozilla/5.0 (Android 1.5; Mobile; rv:14.0) Gecko/14.0 Firefox/14.0,ALLOW,new_user
691c352a-76db-459d-b897-7cdf4d355734,Individual,Ruben Reilly,16093cd9-0836-4cf8-9629-a93578946932,News born,Indie,206,256,mp3,Emily Barr,Statement,2024,s3://bucket/a6b574c8-c932-4e3a-b996-bc104d78da44,fc63d016-6f8d-49b0-a408-86d853ecaf1e,55c524ac-84a5-42dc-a260-1dfb889d292a,3545ebf4-773c-4504-b47e-6f82d37a98c3,140.6.230.42,Opera/9.77.(X11; Linux x86_64; ur-PK) Presto/2.9.175 Version/12.00,ALLOW,normal_user
fa67998a-b326-4f2c-bf9b-0741f8c76627,Individual,Jasmin Walker,5eee8b58-48e2-4327-907d-c83a5fa52645,Suffer detail,Jazz,207,256,mp3,,Here,2024,s3://bucket/8b19fcb7-b9ad-46ad-b03e-d9253ca84b6c,29dd9e9f-ec49-449f-85ec-f97ab19030b7,70a2cf51-41be-403c-b3f0-b4b4bd57395d,badda1c9-1ab5-4584-b80f-ca2dccd84e2a,74.125.39.101,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/5.1),ALLOW,normal_user
5bb51335-b77e-4596-a94a-e37204436743,Label,Loretta Butler,139f7db0-e948-48db-a496-1432c84a6658,Hospital military,Indie,249,256,mp3,,Writer,2024,s3://bucket/28348c3e-2b58-4510-a9e8-3a5cc92fe7bb,12c65400-bd87-4888-9144-d6a19f678a2e,9850dfe7-1440-49e9-b357-4d6a0ba021f4,ca256ab0-fdcd-4e54-973a-7bce869ef5a5,166.19.28.21,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/34.0.822.0 Safari/535.2",ALLOW,normal_user
4313a1fd-ec10-4efc-ad87-21f00372a81e,Label,Ashley Kelley,c67f7c37-1b7b-4c74-be84-4244612abc70,Area listen project,Indie,258,256,mp3,Robert Jones Jr.,Skin,2024,s3://bucket/e807417b-549a-444e-9cce-968bdb31ec97,fe15b301-64ce-44b4-b9ae-de2b1713f1fa,56369b5f-cc40-4f16-8b31-1a26e008257c,00920986-2563-4d0f-ac9a-a3f793701d9a,138.246.212.134,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/38.0.837.0 Safari/531.0",ALLOW,new_user
e6c6a838-696b-44a9-ab31-0168684e7d5e,Individual,Cynthia Mendoza,884bef01-d3ae-40d1-a4a2-199c8cb469c2,Event color school,Rock,249,256,mp3,,Perhaps,2020,s3://bucket/6f0984f6-22c5-42be-8066-06590c931b5e,e4dcd669-3928-4b05-bc67-3ff9f3305bd2,b7d7b4be-f370-4a09-b41c-c0d7f1c7cfa4,9b297b45-0855-4d0c-860a-e12981d7846f,60.93.41.96,Opera/8.62.(Windows NT 5.01; ug-CN) Presto/2.9.160 Version/12.00,ALLOW,normal_user
bf848803-8685-4bef-b616-5091ea2211df,Label,Jacob Combs,b797095b-0586-4461-8ff3-0f5ce3a19c42,Relationship see,Classical,264,320,mp3,Andrew Miller,Performance,2021,s3://bucket/15c36cb8-5814-4f67-bded-10f61e1148db,99c26646-49d2-4aff-8b48-e27a9880de3f,ff44d0aa-f752-45f1-93aa-9a20a7309825,52a64903-ac91-45d4-9ce8-af0a05aff89c,77.112.134.119,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; es-PA) AppleWebKit/532.34.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6532.34.7",ALLOW,normal_user
37454cdf-5d0b-4f64-9251-8e3baacf20e8,Label,Joshua Lowe,bdd7e42a-c0c8-4239-836a-1d9c0e9c5fad,Standard fear policy,Jazz,263,320,mp3,Richard Carpenter,World,2022,s3://bucket/280518d8-0c99-4d3c-ba2a-c5edadae430c,82b28706-fb57-4f10-a760-23d998b20dbb,81ab7977-1ce0-4979-80ce-770492e4cbf8,463c8623-cb64-438e-9a84-e83d430e435b,55.26.201.238,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/16.5i2862.0 Mobile/10P600 Safari/534.2",ALLOW,normal_user
c5848da5-5547-4801-b88a-cdf52b27cdbb,Label_Aggregator,Mendez Ltd,7718084e-1696-4fce-ba03-f6c3e733db0a,Optional contextually-based architecture,Lo-Fi,239,320,wav,,Compilation Vol 70,2024,s3://bucket/ee4ceebd-1030-44c0-a8f4-188d6b1d80b8,4742d5d5-bcce-41df-b5f9-b025dd39395f,05e4b5ae-c9e0-4012-b3e7-7f827dc1d6eb,bf893f5e-875a-4deb-a0cc-86a9452035f2,155.15.198.69,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",REJECT,identity_hopper
a607f1fe-3880-4953-b551-bf9e9a4a045b,Individual,User_67939,dcb9aab0-f8e8-4abe-a235-e869e4855f76,Track 27,Noise,42,128,mp3,,,2025,s3://bucket/0a4fa431-39a2-4e1f-ad8f-8772fc457948,21c5b2bc-a3ae-4885-9de1-d491dea77aca,d2fcf140-aa12-400d-b675-ad052d01d2f1,a60a9d0c-ce89-430e-94f6-a64e56455291,192.168.1.199,Python-urllib/3.8,QUARANTINE,spam_creator
e89df8e2-46b8-4dc7-a1ee-da38d8019252,Label_Aggregator,"Williams, Brown and Cline",86254d65-a4d9-4fed-b3b4-0546c6565ffa,Networked next generation implementation,Lo-Fi,183,320,wav,,Compilation Vol 67,2024,s3://bucket/dc02d1cc-d283-4975-bdb3-290f5b1e5f9c,3e4f96dd-dff5-42aa-bf1d-4f7ff7150393,538d02d9-fd7f-49a7-b893-49f05fc15b45,585504b9-6b2f-41fa-84ce-924c2b75b3a7,29.222.115.228,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",REJECT,identity_hopper
8faf1a6e-9f19-4a57-8219-4775573feb48,Label,Kathleen Jones,3bb373cb-05ec-40e8-a002-c7fef813f4cf,Big data rather all,Hip Hop,279,256,mp3,,What,2023,s3://bucket/4cb58e6c-a89a-48b6-8241-4aad02bdda56,0d9464aa-6001-456c-b4c9-8ed6d0f930d0,f564e300-73ac-4cae-922c-7885c1f1d356,f3984962-516e-4fbf-b05e-517bcb061c81,104.80.108.171,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/535.42.3 (KHTML, like Gecko) Version/5.0.5 Safari/535.42.3",ALLOW,normal_user
ef5d2389-9bf2-4a9e-b92f-6e03d44da430,Individual,Ann Mcdonald,ab9539b2-de32-4f8a-a8a5-f9e4cbe6e7dc,Spend shake,Pop,260,256,mp3,,To,2024,s3://bucket/000e8657-7092-475a-9dbf-3a6df0470393,96978eb8-51dc-498e-872d-763b6735c1a1,34de900b-3235-4d23-81bc-935b38e3248c,1e01f5db-e5c4-466c-a5d5-f822222490b2,201.213.129.226,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/3.1),ALLOW,normal_user
b30af038-354f-43e6-8433-3cfa748ddb5f,Individual,William Wilson,3180d073-9a10-4ed6-867b-56f8a41a085d,Should clearly,Indie,244,320,mp3,,Student,2024,s3://bucket/eb0cb4ab-f4dc-4f46-a6ba-b831e07d10c7,f825cddd-0806-4c0d-8ce9-fdff39247218,9b82a14d-524f-4ceb-89fa-1d997c0a78ca,e9c2ed2e-c102-4e59-9301-c4b932f8501c,66.111.37.175,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/3.1),ALLOW,normal_user
a5344067-34e2-4390-a73a-030efc1a897f,Band,Michael Richard,fc7398be-4472-4e0a-b38f-9a0a29c511fa,Join cultural,Indie,180,256,mp3,,Play,2021,s3://bucket/40cc3e63-8054-49cf-bc32-9142384a9af9,efe34704-8106-42a0-815b-61613708f4d7,fd513f28-b08b-4ded-8522-d655faa2f3ff,6e0e8c28-7585-4c01-839e-b835a64295d8,96.247.149.127,"Mozilla/5.0 (iPad; CPU iPad OS 17_1 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/11.5a1936.0 Mobile/18I199 Safari/533.0",ALLOW,normal_user
f0f6abdd-5fc6-46aa-84fd-ff1ab2a9f621,Band,Taylor Obrien,3cf79866-5975-4aaf-a680-58249777f238,Individual treatment,Hip Hop,208,256,mp3,Samantha Bowman,Begin,2021,s3://bucket/641f56d3-31bb-4e80-ad51-f108b867f1d9,ca0bd88c-ed66-4d69-8dc7-c4e81ab2b0aa,2e85205b-885a-4862-a3fc-c90c1e4c3795,4072a614-d40d-4061-9be6-d03b7aa7d25d,170.211.113.191,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/5.0),ALLOW,power_user
03dfc923-2760-431a-a144-956e6d152c7f,Band,Amy Drake,0b0d8592-8a00-4c53-bbb2-e415e59a2c7a,Increase rich his,Pop,182,320,mp3,Willie Bryan,Third,2024,s3://bucket/d4d1730b-d18f-478e-bdb5-e1b1437564e9,a9bdf487-470c-41ad-b946-26158818cee6,3ef08e50-cdb1-436c-b33c-5549176f0d14,783b9134-2923-4890-967d-08ace3eb524f,169.106.147.112,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/28.0.809.0 Safari/533.2",ALLOW,normal_user
308f659d-a121-4669-b9fc-d4022f27f94b,Band,Gerald Hill,50f9b0f5-229e-426b-a8f6-a9a16a5e3c02,Player walk,Hip Hop,288,320,mp3,,Sister,2023,s3://bucket/9ac6fec3-27d5-4b9d-9b00-20ba2912a887,30532a6a-3623-4bf3-ad77-a2baa59333de,1c3369ad-fe7b-4f94-a994-65881b472a89,40215cc3-f1e4-45f4-b04f-7008a3101c84,135.237.171.30,Opera/8.94.(Windows CE; shs-CA) Presto/2.9.176 Version/11.00,REVIEW,power_user
52ac27f1-aa83-44ed-acdd-28e3faa4455d,Individual,Ronald Williams,5f556785-40f0-409f-b32f-c6c068216659,Not card music,Rock,261,256,mp3,,Fast,2020,s3://bucket/42b8d6be-7797-400e-b396-ceb7568d721d,9ea2b9e7-0fac-486f-8ce3-c8af896c71a4,f19cf8a9-3f39-4e39-b3f4-305439a85f5e,f454ecf4-9b03-4a3d-99dc-0d34600a8883,34.172.244.207,Opera/9.84.(Windows NT 4.0; oc-FR) Presto/2.9.165 Version/12.00,ALLOW,new_user
87371b65-97db-4ded-a1f2-af808cbe4009,Label,Adam Jones,f5013958-d0ba-480f-af4d-d7a08eadd172,Remain blood board,Indie,207,320,mp3,Elizabeth Washington,Learn,2020,s3://bucket/2dfb189e-a7b9-411f-b165-da068aacca4a,b1fe2b1e-f256-43d8-87dc-5a837ef69bd2,99c57dc2-7625-45d3-bbc7-2101d6ec144f,02386599-48a9-467c-b907-f5b7d9990bfc,151.103.160.3,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/5.0),REVIEW,new_user
0b9963df-302d-4462-9cbf-c32140d20c35,Individual,User_75228,67742a79-1f0c-4d44-9fb4-1973c90e1f7a,Track 42,Noise,41,128,mp3,,,2025,s3://bucket/aacc396f-5d6c-474f-926f-e8b1ee8d03d6,e16b2e1c-7147-434d-a6ca-538d95a358f7,a1ec6e6c-1f2d-4b92-855a-2fb330d77943,f01eda66-5cef-475a-9d2a-5509141ec973,192.168.1.199,Python-urllib/3.8,QUARANTINE,spam_creator
0fc80203-5eea-4e24-9de9-867d53a7b61f,Individual,User_13873,b1249348-3ac0-4237-ab7d-8e4595a35141,Track 51,Noise,42,128,mp3,,,2025,s3://bucket/41a00d82-1358-4068-ac26-89826a714ab5,e8fda136-db4b-4168-b824-c164259e5b3c,8d8fa58f-ce1b-4907-8919-c6a51d24b62f,75b15070-92ec-4927-b385-5fdef232b854,192.168.1.17,Python-urllib/3.8,QUARANTINE,spam_creator
2d8ce34b-656e-473a-8e8e-4db793e5a14f,Band,Mark Macdonald,79c044ae-3899-4c55-afc1-691f25d19e24,Tend eight,Jazz,284,256,mp3,Kara Gilbert,Serve,2021,s3://bucket/24535b66-afcf-4c58-b363-c1cdb96881fb,e584ea23-611d-4000-a383-062c25738bb5,dff65de3-0226-4f71-98ed-4b3a6a675d4f,db272c87-51c9-4326-9b69-d373a42d5058,18.136.81.119,"Mozilla/5.0 (Linux; Android 2.2.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/18.0.853.0 Safari/535.2",ALLOW,normal_user
