account_external_id,account_type,display_name,upload_external_id,metadata_title,metadata_genre,metadata_duration_seconds,metadata_bitrate,metadata_format,metadata_collaborators,metadata_album,metadata_year,content_ref,fingerprints_audio_hash,fingerprints_perceptual_hash,device_context_device_hash,device_context_ip,device_context_user_agent,expected_category,profile_type
user_normal_user_000010,user,Sarah Williams,upload_75c30cb4e3dc,Demo 7750,Electronic,168,128,mp3,"[""collab_3""]",,,https://example.com/content/upload_75c30cb4e3dc.mp3,hash_70db831e3f3b46ce85436bc711bfb3db,phash_45c70421008a4e17,device_3cd9a77e31684e7f,192.168.187.14,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,ALLOW,normal_user
user_normal_user_000011,user,Jane Smith,upload_0df668a4493a,Untitled 3117,Electronic,234,192,m4a,[],,2020,https://example.com/content/upload_0df668a4493a.mp3,hash_ea31e261f74742598d6f7843d97f8dc4,phash_6bd333f83e184644,device_81358d9d2b2744b1,192.168.114.207,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,ALLOW,normal_user
user_normal_user_000012,user,John Doe,upload_83c36333eefb,Demo 2725,Electronic,244,320,wav,"[""collab_1""]",,,https://example.com/content/upload_83c36333eefb.mp3,hash_ed0799b063ed4d2492ac9d7db344f6d2,phash_34f46f68d61f4afd,device_540af8f0dfc64cfc,10.0.238.201,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,ALLOW,normal_user
user_power_user_000013,user,ExpertProducer,upload_b2d84ab614d9,New Release 3112,Hip-Hop,175,128,mp3,"[""collab_1""]",,,https://example.com/content/upload_b2d84ab614d9.mp3,hash_9e99727247674a2e944b6346701496ef,phash_6526c65f696243a4,device_66eff037c2a54fef,192.168.236.219,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,ALLOW,power_user
user_normal_user_000014,user,John Doe,upload_8421c7295441,Song Title 6616,Electronic,347,192,mp3,"[""collab_4""]",Album 10,,https://example.com/content/upload_8421c7295441.mp3,hash_5c21c1e50a824671aea116c70f3fce43,phash_e2f5425b4bc3496c,device_30ce618ea603480b,10.0.53.172,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,ALLOW,normal_user
user_normal_user_000015,user,Alex Johnson,upload_118a1b732cf5,Song Title 5181,R&B,122,320,mp3,[],,,https://example.com/content/upload_118a1b732cf5.mp3,hash_72d783259b81491b9b52697e2fe6e4a8,phash_137fa6dc59854b7f,device_03f637442d1d42fb,192.168.239.90,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,ALLOW,normal_user
user_normal_user_000016,user,Alex Johnson,upload_3a1ee54a94ab,Song Title 8667,Metal,290,256,mp3,"[""collab_2""]",,2024,https://example.com/content/upload_3a1ee54a94ab.mp3,hash_7007fa6a21294259b9734a73efc8dff4,phash_c0a0efe890034dd3,device_ea6f2488f68446d9,192.168.40.70,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,ALLOW,normal_user
user_spam_creator_000017,user,BestMusic2024,upload_7a627e64f4e6,New Release 8005,Indie,351,128,mp3,"[""collab_3""]",,,https://example.com/content/upload_7a627e64f4e6.mp3,hash_de442559df8f4943b2c3157e1412496e,phash_f566202798be40ce,device_1d41c0763d5646bc,192.168.34.164,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,REJECT,spam_creator
user_identity_hopper_000018,user,User123,upload_822df3ab6765,Track 1233,Rock,351,192,mp3,"[""collab_5""]",Album 7,,https://example.com/content/upload_822df3ab6765.mp3,hash_cae7c12ec1ef4320a4cb71d80a606bd8,phash_4c74673563f54944,device_4d836542dad643c7,192.168.79.94,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,QUARANTINE,identity_hopper
user_normal_user_000019,user,Alex Johnson,upload_f1fcda5267e8,Untitled 6659,Indie,311,192,wav,"[""collab_2""]",Album 1,,https://example.com/content/upload_f1fcda5267e8.mp3,hash_10e91e431dc34be28d475119d5e35ce0,phash_2cc4228542964b8d,device_a39f3f1a52d34625,10.0.201.239,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,ALLOW,normal_user
user_new_user_000020,user,FreshStart,upload_53e0d3ebb03c,Song Title 6268,Rock,339,320,wav,[],Album 6,,https://example.com/content/upload_53e0d3ebb03c.mp3,hash_beece1e516fc4454baeca12b23d3a9aa,phash_40f2b067ef1f463c,device_fb0d108bd4c641ca,192.168.204.224,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,REVIEW,new_user
user_normal_user_000021,user,Alex Johnson,upload_44b51aedd4b9,Demo 8347,Classical,293,256,mp3,[],Album 3,,https://example.com/content/upload_44b51aedd4b9.mp3,hash_17d0d5b0732b49c9b0b49b1f8e522179,phash_b1804b06666b4174,device_780d8687abe04f7e,10.0.10.28,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,ALLOW,normal_user
user_normal_user_000022,user,John Doe,upload_dcee4568a8b4,My Track 9447,Country,185,128,m4a,[],Album 9,,https://example.com/content/upload_dcee4568a8b4.mp3,hash_6a68f5fd6f3840369ae0470092cf4383,phash_ede31b1081ab4393,device_ad093a0f016344f8,192.168.241.190,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,ALLOW,normal_user
user_power_user_000023,user,VeteranMusician,upload_c8e85b4ef92f,Untitled 4921,Rock,199,320,flac,"[""collab_3""]",Album 4,,https://example.com/content/upload_c8e85b4ef92f.mp3,hash_5f1b7adfd60b49e99d35918e9ac8d0ce,phash_d77733d05aa74a89,device_ddab5b892178439a,192.168.241.98,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,ALLOW,power_user
user_normal_user_000024,user,Alex Johnson,upload_03f7f55d13a2,Demo 3444,Jazz,321,256,m4a,"[""collab_2""]",Album 3,,https://example.com/content/upload_03f7f55d13a2.mp3,hash_c135286d50f948c6900a3d54280c465f,phash_27740cf444c64343,device_dcd4912d1b82469f,10.0.170.163,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,ALLOW,normal_user
user_identity_hopper_000025,user,Profile789,upload_9455729701a1,My Track 3263,Electronic,126,128,wav,"[""collab_5""]",Album 2,,https://example.com/content/upload_9455729701a1.mp3,hash_99ad79d8897c4db0a2c1b1e2f2cd4253,phash_0aa52e443e5c441c,device_de18d37ac5f04dc7,10.0.148.50,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,QUARANTINE,identity_hopper
user_normal_user_000026,user,John Doe,upload_10afd8f32677,My Track 3586,Country,325,320,mp3,"[""collab_1""]",,2024,https://example.com/content/upload_10afd8f32677.mp3,hash_e7078dd9434944f794e62b9aa4cc14d6,phash_3b017e46ac9a4090,device_29b654ceed1d461f,10.0.153.82,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,ALLOW,normal_user
user_new_user_000027,user,Newcomer,upload_17e44d411ded,Demo 7778,Hip-Hop,186,192,flac,"[""collab_5""]",,,https://example.com/content/upload_17e44d411ded.mp3,hash_ef888e44b707420db62b053f929d16e0,phash_8cbfc42412d141dc,device_a5b74413992d4514,192.168.113.20,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,REVIEW,new_user
user_new_user_000028,user,FreshStart,upload_44d26e30e579,Demo 3789,Hip-Hop,297,192,wav,[],,,https://example.com/content/upload_44d26e30e579.mp3,hash_592d028ed8aa4815ba335ce4fb80336b,phash_2fa7a6eacd7143bf,device_003af881bbc640c9,10.0.53.214,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,QUARANTINE,new_user
user_normal_user_000029,user,Sarah Williams,upload_6ed5de5ea35c,New Release 97,R&B,196,320,m4a,"[""collab_5""]",Album 4,,https://example.com/content/upload_6ed5de5ea35c.mp3,hash_e85325e2ddf54cc8be5a3829136ecf15,phash_46cf0455ac424158,device_c7d1ee889a764aeb,10.0.125.8,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,ALLOW,normal_user
user_new_user_000030,user,FreshStart,upload_59570566be74,Untitled 2092,R&B,256,128,m4a,"[""collab_1""]",,,https://example.com/content/upload_59570566be74.mp3,hash_20eadee8b0ff4466b0ab65cfccbcbef4,phash_e3ab9a3e171443f3,device_8326bd7768b546e2,10.0.47.13,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,REVIEW,new_user
user_normal_user_000031,user,Sarah Williams,upload_407624188f63,New Release 6907,Jazz,333,128,m4a,[],Album 6,,https://example.com/content/upload_407624188f63.mp3,hash_a7d2137689f9448a9a0789aac517aee4,phash_89f88891e4154e83,device_63aad44081c14fd0,192.168.18.200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,REVIEW,normal_user
user_normal_user_000032,user,Jane Smith,upload_9c705c333f57,Demo 2069,Electronic,291,128,wav,"[""collab_3""]",Album 3,,https://example.com/content/upload_9c705c333f57.mp3,hash_89f32c3e49fe40a48cd3250ce0ee3ef1,phash_b49ed8a8e1c34b85,device_5a61217a256a458c,192.168.247.192,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,ALLOW,normal_user
user_normal_user_000033,user,Sarah Williams,upload_982f1f27ba0c,Song Title 3250,Country,271,192,mp3,"[""collab_3""]",Album 10,2024,https://example.com/content/upload_982f1f27ba0c.mp3,hash_06acaa724d704e91aa3a417e4966af10,phash_21e08cab9d824fc3,device_df562ee90f9646ab,10.0.89.137,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,ALLOW,normal_user
user_normal_user_000034,user,John Doe,upload_5e4269dd95f6,Song Title 8032,Country,230,256,m4a,"[""collab_4""]",,,https://example.com/content/upload_5e4269dd95f6.mp3,hash_32ef842f1ab34cdf9f16ab4e06ef13f1,phash_8b09458dee674042,device_a0e519b3ac9a4a53,10.0.158.207,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,ALLOW,normal_user
user_identity_hopper_000035,user,Profile789,upload_801a33fb3cbf,New Release 1420,Electronic,345,320,wav,"[""collab_5""]",Album 7,,https://example.com/content/upload_801a33fb3cbf.mp3,hash_8b04cdb6632345649e81523570cc269c,phash_1f6f5dd9da9549a9,device_8405bf0251fd4180,10.0.84.47,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,QUARANTINE,identity_hopper
user_normal_user_000036,user,Alex Johnson,upload_c49e8a1b1e79,Untitled 167,Indie,168,128,wav,"[""collab_4""]",Album 4,,https://example.com/content/upload_c49e8a1b1e79.mp3,hash_0f2f467dbea146dbbf47d2fa934f8cf5,phash_6bde82442d5b4fb6,device_036030707a6e48fc,192.168.166.183,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,ALLOW,normal_user
user_normal_user_000037,user,Alex Johnson,upload_a88c20fc1f17,Demo 6047,Metal,261,256,m4a,"[""collab_5""]",,2022,https://example.com/content/upload_a88c20fc1f17.mp3,hash_156292ea2bf04b63bddee919377ce511,phash_e42c41fd05754f0c,device_dc4372821dcb407d,192.168.79.65,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,ALLOW,normal_user
user_normal_user_000038,user,Jane Smith,upload_bb0f7214e25b,New Release 7934,Electronic,305,256,mp3,"[""collab_3""]",,,https://example.com/content/upload_bb0f7214e25b.mp3,hash_15dffa71fdd44975b2290515bb00b45f,phash_edaf2d31ebab4ffc,device_0aaa962c85e84520,10.0.137.33,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,REVIEW,normal_user
user_normal_user_000039,user,Sarah Williams,upload_f3a87aaf2a35,Untitled 201,Rock,192,320,m4a,"[""collab_2""]",Album 5,2023,https://example.com/content/upload_f3a87aaf2a35.mp3,hash_94be26c2b2fe43a4a280304ba7a8504b,phash_479eeb4bb74e4132,device_8eaa0c2f8a0344a7,10.0.17.103,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,ALLOW,normal_user
user_spam_creator_000040,user,FreeDownloads,upload_1b8050264efe,Song Title 4979,Metal,183,128,m4a,"[""collab_5""]",,,https://example.com/content/upload_1b8050264efe.mp3,hash_8cfecd2db6684bc996d4c7923338e2e0,phash_4e6e38a0d78048e2,device_7a88b616a7bf4717,10.0.114.77,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,REJECT,spam_creator
user_normal_user_000041,user,Jane Smith,upload_eadedb6f6a43,Track 4336,Electronic,140,192,wav,[],,,https://example.com/content/upload_eadedb6f6a43.mp3,hash_3510116dcd654216a7fa909d800db04a,phash_4b12c14dc1bc46ec,device_b9fe27e9d9cd4534,10.0.153.121,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,ALLOW,normal_user
user_identity_hopper_000042,user,Member001,upload_3c8ffa0e18e8,New Release 3825,Rock,321,192,m4a,[],,,https://example.com/content/upload_3c8ffa0e18e8.mp3,hash_6a198526317a41988db3dd904f5eb5f7,phash_b8cedf2cb58b4747,device_cef3bdd38dd1410f,192.168.69.212,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,REVIEW,identity_hopper
user_normal_user_000043,user,Alex Johnson,upload_258e77534bfe,Demo 2038,R&B,296,256,m4a,"[""collab_5""]",Album 8,,https://example.com/content/upload_258e77534bfe.mp3,hash_cf63a461564a488bac5532b8719ac47d,phash_24f64f02a09a4f21,device_71c491fe357b4096,10.0.111.189,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,ALLOW,normal_user
user_normal_user_000044,user,John Doe,upload_1f463c9b12bf,Song Title 9442,Jazz,315,192,m4a,"[""collab_4""]",Album 3,2023,https://example.com/content/upload_1f463c9b12bf.mp3,hash_497e25e150a842de8287a40c3f4279db,phash_c27be197ec4e4077,device_6d3e1b16bebf493c,192.168.163.209,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,ALLOW,normal_user
user_normal_user_000045,user,John Doe,upload_13462cbeb163,Demo 5404,Hip-Hop,297,320,flac,"[""collab_4""]",Album 9,,https://example.com/content/upload_13462cbeb163.mp3,hash_f75c8ac8e4674eafbeb1a4cd1564eb83,phash_2692865dd75c4d8e,device_efd789d6238d412a,192.168.23.81,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,ALLOW,normal_user
user_new_user_000046,user,Newcomer,upload_02f8cc0db8f7,My Track 889,Country,252,256,m4a,"[""collab_1""]",,,https://example.com/content/upload_02f8cc0db8f7.mp3,hash_9a8ffc3b600a413caa8bb4440a47e918,phash_10fa30c054d24df2,device_e1baac90b80245d0,10.0.113.226,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,REVIEW,new_user
user_normal_user_000047,user,Jane Smith,upload_025ebfc272e5,Song Title 9025,Jazz,261,320,mp3,[],Album 2,,https://example.com/content/upload_025ebfc272e5.mp3,hash_4c0615549c324fba9e3f711e4bc448e4,phash_149e299eaf36470d,device_cb1bc4fdd5994b33,10.0.214.40,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,ALLOW,normal_user
user_identity_hopper_000048,user,Member001,upload_3f033c74c5d3,Demo 3994,R&B,261,192,m4a,[],Album 3,2022,https://example.com/content/upload_3f033c74c5d3.mp3,hash_a928db16c5b34a8092773d16e569536c,phash_ce5b846b68b24cb5,device_db16c134cec94e5a,10.0.219.107,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,QUARANTINE,identity_hopper
user_normal_user_000049,user,Sarah Williams,upload_23c4ab7115fd,Untitled 7317,Hip-Hop,243,256,flac,"[""collab_5""]",,2021,https://example.com/content/upload_23c4ab7115fd.mp3,hash_cfb4b1cec00d447a9415dfc778609508,phash_82e9eb768fb74d57,device_dcb5df8ac96f48c3,10.0.62.147,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,ALLOW,normal_user
user_normal_user_000050,user,Sarah Williams,upload_8f4cef269049,Track 6326,Country,322,192,m4a,"[""collab_2""]",Album 10,,https://example.com/content/upload_8f4cef269049.mp3,hash_b38e6ee50c3b4143be456b1855a0d447,phash_e27dfaf1111249fc,device_51a525cf73d34b24,192.168.26.224,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,REVIEW,normal_user
user_normal_user_000051,user,Sarah Williams,upload_ed0060e83057,Demo 1226,Hip-Hop,320,256,flac,"[""collab_4""]",Album 6,2024,https://example.com/content/upload_ed0060e83057.mp3,hash_fa7c56f9280e4e0183d65c5bc322a5ab,phash_313756b3e6a54bd9,device_c293ed80ef1d4c55,10.0.82.161,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,ALLOW,normal_user
user_normal_user_000052,user,Alex Johnson,upload_18a0f3780fbb,Demo 1481,Electronic,145,128,m4a,[],,,https://example.com/content/upload_18a0f3780fbb.mp3,hash_56427bd1f276435597c1186d74f01208,phash_d57d1a3ff6d74f2f,device_169890a0fb924e87,10.0.15.76,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,ALLOW,normal_user
user_normal_user_000053,user,Jane Smith,upload_4af7eebe4bb3,Song Title 2869,Hip-Hop,276,320,wav,"[""collab_5""]",,,https://example.com/content/upload_4af7eebe4bb3.mp3,hash_e04d5a36a8384bba87e4d69df3f51f59,phash_4970f09ef3a543e0,device_807d277dd68b4676,192.168.66.118,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,REVIEW,normal_user
user_spam_creator_000054,user,MusicPromo2024,upload_2ec7759f0505,Untitled 5662,R&B,196,320,flac,"[""collab_3""]",,,https://example.com/content/upload_2ec7759f0505.mp3,hash_7c13e565cf514b4ab9ccaf8360a07801,phash_aab4c3e31b1e4b10,device_c3415f328d9d43fc,10.0.61.98,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,REJECT,spam_creator
user_spam_creator_000055,user,HitSongsNow,upload_d847f0e3007b,Untitled 133,Jazz,341,128,m4a,"[""collab_3""]",Album 4,,https://example.com/content/upload_d847f0e3007b.mp3,hash_7e3abfff131641dc9f90c3303d721b44,phash_92f56e53b5214d97,device_3570289390f84ab3,10.0.163.49,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,QUARANTINE,spam_creator
user_identity_hopper_000056,user,Account456,upload_a159b0fbcb60,New Release 646,Rock,321,320,mp3,"[""collab_2""]",,,https://example.com/content/upload_a159b0fbcb60.mp3,hash_e34ceada33b845d2bf658e2d3b720ed8,phash_05f72394ecca49a8,device_9eb0972c8218498c,192.168.192.107,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,REVIEW,identity_hopper
user_normal_user_000057,user,Alex Johnson,upload_36ae7ed6eec4,Demo 4211,Hip-Hop,326,256,flac,"[""collab_4""]",Album 3,2021,https://example.com/content/upload_36ae7ed6eec4.mp3,hash_1ec0e6665cd54a71b0294f5928321f4e,phash_67953c9b04fe47e5,device_1c91dd9876fc4b67,10.0.186.173,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,ALLOW,normal_user
user_new_user_000058,user,Beginner,upload_bb1a30c3585f,Demo 2025,Indie,214,256,m4a,"[""collab_3""]",,,https://example.com/content/upload_bb1a30c3585f.mp3,hash_3ff9123b7f5649d2b8910adffd725f29,phash_9d06e69218794014,device_e66b5697a557409c,10.0.227.242,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,REVIEW,new_user
user_normal_user_000059,user,Alex Johnson,upload_4b0527d59a2b,My Track 1912,Country,131,128,flac,"[""collab_1""]",,2021,https://example.com/content/upload_4b0527d59a2b.mp3,hash_9c482b181540428ab200111eedf1ce37,phash_2e1eca907e9945ff,device_2e8fb28d530c4503,10.0.95.172,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,ALLOW,normal_user
user_normal_user_000060,user,John Doe,upload_36c3f617fbc7,New Release 6687,R&B,128,256,wav,"[""collab_2""]",Album 2,2022,https://example.com/content/upload_36c3f617fbc7.mp3,hash_ec40c56db76b403a96f27b7436604a62,phash_5f762e09697c420d,device_fa805f91562c4b9a,10.0.251.166,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,ALLOW,normal_user
user_normal_user_000061,user,Sarah Williams,upload_e2a73e740bd5,Track 3476,Rock,283,128,mp3,"[""collab_2""]",Album 10,,https://example.com/content/upload_e2a73e740bd5.mp3,hash_8477d3b85730443b87038b732375fe78,phash_26130dda1bcb446c,device_9f24272e7cb74fc4,192.168.213.196,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,ALLOW,normal_user
user_normal_user_000062,user,John Doe,upload_81d3cbbd6d61,My Track 2371,Jazz,258,256,wav,[],Album 3,,https://example.com/content/upload_81d3cbbd6d61.mp3,hash_a96fc6c362324ea08be46cbc067a211b,phash_755a9fa302c947f2,device_0d070372f4404159,10.0.61.151,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,ALLOW,normal_user
user_normal_user_000063,user,John Doe,upload_2de83c0dbf3c,Demo 7803,Rock,319,256,mp3,"[""collab_2""]",Album 1,2024,https://example.com/content/upload_2de83c0dbf3c.mp3,hash_48db8cb1f61f42c5b8d204c5d09d2d6e,phash_a04c7e1705f44ada,device_448558c0d71b42d9,192.168.78.118,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,REVIEW,normal_user
user_new_user_000064,user,NewArtist,upload_4353eecfcee6,Song Title 7268,R&B,350,128,flac,"[""collab_1""]",,,https://example.com/content/upload_4353eecfcee6.mp3,hash_2d2225aafa84497dbb8dbd8839d8fb16,phash_d48496fb79b64fae,device_d0d91dca102c49b0,10.0.183.84,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,ALLOW,new_user
user_normal_user_000065,user,Sarah Williams,upload_77240e0170f9,Track 1875,Rock,286,192,m4a,"[""collab_2""]",,2023,https://example.com/content/upload_77240e0170f9.mp3,hash_32f71a3bdf8249cbb3c35d4b84344bb6,phash_5ab0e3f797994856,device_f70ee3f340cf4898,10.0.25.81,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,ALLOW,normal_user
user_normal_user_000066,user,Sarah Williams,upload_19635acee4a0,Song Title 1495,Rock,143,320,mp3,"[""collab_3""]",Album 9,,https://example.com/content/upload_19635acee4a0.mp3,hash_ac373f5bee2c48b596661b29054f9786,phash_65510843612142eb,device_72cec12dd1cf475e,192.168.245.144,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,ALLOW,normal_user
user_spam_creator_000067,user,HitSongsNow,upload_64a394d95652,Untitled 4713,Pop,199,256,mp3,"[""collab_2""]",,,https://example.com/content/upload_64a394d95652.mp3,hash_4680ce9570124fa1bfd67c1c29b16c46,phash_5a99914344ad4149,device_f61cea8d0e21490c,10.0.90.217,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,QUARANTINE,spam_creator
